Date,1m-Libor,EWJ,GLD,MUB,VNQ,DBA,EWL,GOVT,QQQ,VNQI,EWA,EWQ,GWX,SPY,VWO,EWC,EWT,HYEM,TIP,VWOB,EWG,EWU,HYG,UNG,WIP,EWH,EWY,IWM,USO
6/26/2013,0.19535,38.5139122,118.2799988,85.72904205,48.56089783,24.65477943,23.80976868,21.58341789,65.58972168,37.271698,16.10050201,19.49202347,19.65192032,136.9588013,30.54006767,21.92290688,21.44526863,15.00229454,94.97579956,51.6397171,20.76354027,25.47597694,58.59339905,79.31999969,46.90496445,14.33597946,44.59461594,85.82338715,270.3999939
6/27/2013,0.19505,39.46054077,115.9400024,86.48036957,49.53510666,24.59633255,24.03160095,21.64510918,65.86737823,38.17267609,16.32850456,19.68367386,19.94326782,137.7627411,31.00632858,22.01061821,21.59328079,15.12303448,95.76504517,52.3014946,20.89381599,25.52210045,58.87653351,76.19999695,47.23250198,14.40442181,46.16854477,87.15444183,274.6400146
6/28/2013,0.19465,39.7796402,119.1100006,85.78619385,49.22708511,24.25539398,24.07361031,21.66272545,65.95992279,38.47541428,15.98862362,19.50792885,20.00569916,137.1983185,31.18318748,22.05278015,21.87285614,15.18943787,96.09103394,52.4117775,20.75933838,25.45003891,58.47754669,75.80000305,47.14242554,14.42015553,46.51831055,86.65418243,273.4400024
7/1/2013,0.1958,40.27598953,121.1299973,86.51403809,49.11963654,24.14824295,24.21645927,21.66714287,66.3671875,38.39612198,15.90365028,19.71714783,20.2068634,138.0022125,31.23945427,22.11181259,21.98797798,15.15546894,96.22763824,52.79811859,20.88541031,25.75267601,58.79455185,75.91999817,47.23250198,14.38082027,47.03420639,88.06568146,277.3599854
7/2/2013,0.19528,40.55962753,120.0500031,86.53044128,49.87179947,24.13850021,24.09041977,21.67595863,66.39490509,38.54749298,15.97446251,19.47444916,20.19299126,137.8739319,30.70888519,22.07808304,21.87285614,15.22220612,96.53688049,52.89484406,20.55762672,25.60856438,58.61346054,77.36000061,47.11785126,14.39655209,46.34342575,88.00286102,281.6799927
7/3/2013,0.19478,40.59506989,120.7399979,85.99823761,49.54228592,24.25539398,24.15763855,21.62304878,66.66329956,38.51144791,15.71955013,19.41586876,20.2068634,137.9338074,30.46771049,22.01904678,21.70840073,15.13726425,96.35648346,52.89484406,20.49879646,25.65179443,58.74927521,76.95999908,47.14242554,14.27854919,45.83627319,88.18228912,286.7200012
7/5/2013,0.19478,41.1268959,118.0899963,84.67195129,49.30588531,23.99238205,24.14083481,21.46432114,67.17234039,38.58353043,15.84700584,19.54140282,20.34560204,139.4219666,30.32301521,21.96001625,21.95508766,15.04626274,95.04216003,52.30053329,20.28868103,25.79590416,58.12177658,76.59999847,46.56920242,14.36508846,45.21544266,89.42947388,292.480011
7/8/2013,0.19278,40.8432579,119.5100021,85.06494904,49.3560257,24.0410881,24.29208374,21.50840759,67.23711395,38.35287476,16.00986671,19.81757355,20.42884064,140.2173004,30.3712368,22.14554214,21.8070755,15.0401907,95.64352417,52.41802597,20.61645889,25.95442772,58.92390442,78.87999725,46.79850388,14.31788445,45.32912064,89.78838348,291.2799988
7/9/2013,0.19276,41.05598068,120.6200027,85.31868744,50.05804443,24.30410194,24.26687431,21.54368401,67.64431,38.58353043,16.34266853,19.80920982,20.53289413,141.2265015,30.73298836,22.4069767,22.0702076,15.05232334,95.60056305,52.72899246,20.74252892,26.09853745,58.9562645,77.63999939,46.81486893,14.49095631,45.87998962,90.62282562,294.1600037
7/10/2013,0.19213,40.91416931,120.9499969,85.19586945,50.07953644,24.33332253,24.5273571,21.51722908,68.03303528,38.3600769,16.2010479,19.9431076,20.53982925,141.2778015,30.43556213,22.42384148,22.18532753,15.13120174,95.27414703,52.43185425,20.9274292,26.17059517,59.18914413,77.72000122,46.99502182,14.5224247,45.7488327,90.87407684,299.4400024
7/11/2013,0.19103,42.11961365,124.2399979,85.97364807,51.29014587,24.46969986,25.11554337,21.62304878,69.38426208,39.89535141,16.64006615,20.45361328,21.11558533,143.2020874,31.85042,23.08163261,23.10628891,15.16154194,95.93554688,52.9639473,21.56617928,26.81909943,59.93306732,76.63999939,47.54366684,15.01804543,48.2233963,91.94180298,296.0799866
7/12/2013,0.19193,42.04870224,124.1299973,86.36669159,50.97495651,24.17746353,25.02311325,21.6054039,69.68965912,39.39080429,16.42055893,20.26949692,21.08783531,143.2620239,31.5127697,22.97200203,22.8924942,15.20401001,95.96993256,52.69445801,21.52415657,26.64616394,59.87482071,77.12000275,47.39627075,14.80563736,47.65503693,92.13021851,300.480011
7/15/2013,0.19193,42.43869781,124.1800003,85.81812286,51.1898613,24.24565315,25.08193016,21.6318779,69.84697723,39.85211563,16.51968956,20.38666153,21.17107773,143.8093414,31.92276955,23.08163261,23.0240612,15.21006966,96.43377686,52.95014191,21.60820198,26.77586174,60.1271019,77.76000214,47.48635864,14.80563736,48.04851532,92.93776703,301.3599854
7/16/2013,0.19053,42.08415604,124.8899994,85.8836441,51.2256813,24.44047546,25.08193016,21.64951134,69.75444031,39.5565834,16.74628067,20.40340042,21.14333153,143.2705841,31.97904205,23.14909744,23.12273598,15.19187546,96.82037354,53.12983704,21.69224548,26.74703789,59.9783287,77.91999817,48.0431633,14.81350231,47.9261055,92.47117615,299.8399963
7/17/2013,0.19153,42.47415924,123.3199997,86.06375122,51.41193008,24.37228775,25.01470947,21.68478394,69.93029785,39.75119781,16.76752281,20.41176987,21.25432014,143.6382294,32.24432755,23.17439842,23.18852043,15.22827816,97.08662415,53.37861633,21.75108147,26.87673759,60.41822433,76.91999817,47.98586273,14.74270153,48.4594841,92.83007813,302.3999939
7/18/2013,0.19153,42.68687439,124.0100021,85.99823761,51.84889984,24.46969986,24.98109818,21.64069366,69.75444031,39.62145996,16.71087456,20.67120743,21.37224197,144.4250793,31.93081284,23.41896057,22.56357956,15.42848778,96.73447418,53.73106384,21.93598557,27.15055466,60.78042984,80.51999664,47.96945953,14.68763161,47.89986801,93.44919586,306.7200012
7/19/2013,0.19103,42.36778259,125.1100006,85.52342987,51.81308746,24.41125107,25.08193016,21.69360542,69.032547,39.7223587,16.67546654,20.70467949,21.36530685,144.6816711,31.79413223,23.53702164,22.20177078,15.37388515,97.43024445,53.75868988,21.9948082,27.19378471,60.74166107,80.16000366,48.0022316,14.72696781,48.01353073,93.59276581,307.6000061
7/22/2013,0.19053,42.47415924,128.8399963,84.95848083,51.97069168,24.47943878,25.21637726,21.69360542,69.2361908,39.90977097,16.80292511,20.85532188,21.4832325,144.9638824,32.13179016,23.71412277,22.51424217,15.47702026,97.39591217,53.86234665,22.02002907,27.32348633,60.78692627,78.19999695,48.27246475,14.8528347,48.28461075,93.7901535,303.3599854
7/23/2013,0.19003,42.43869781,129.7100067,85.02398682,51.91337204,24.35280609,25.09033394,21.68478394,68.72717285,40.05392838,16.86665726,20.88043213,21.58034897,144.6559906,32.48550034,23.76471901,22.72803688,15.43455982,97.17256165,53.75178528,22.09566879,27.35230446,60.63813782,79.16000366,48.44441986,15.07310963,48.67808533,93.72732544,304.7200012
7/24/2013,0.18933,42.08415604,127.4800034,84.4426651,50.90332031,24.16772461,25.10713768,21.62304878,68.94927979,39.71516037,16.74628067,21.06454277,21.44854927,144.1257629,32.09158707,23.56232071,22.56357956,15.42848778,96.3822403,53.4477005,22.15450478,27.26584244,60.1271019,78.55999756,47.98586273,15.12818146,48.52943802,92.94673157,299.2000122
7/25/2013,0.18643,41.30416489,128.6699982,84.68010712,50.98212051,24.11901855,25.19956779,21.6318779,69.38426208,39.83769608,16.90205765,21.29050636,21.49016762,144.4764557,32.30863953,23.70568657,22.67869949,15.3617506,96.43377686,53.37169266,22.28897285,27.35230446,59.99127197,77.48000336,48.10868073,15.15178013,49.00161362,93.79911804,300.6400146
