Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-11-01,32.85078402096465,32.88338005505444,32.54437582930113,32.74647521972656,19200,0.0,0
2010-11-02,33.137638092041016,33.15719521688329,33.020290369150956,33.137638092041016,41200,0.0,0
2010-11-03,33.25497331772401,33.483150482177734,33.02679864018774,33.483150482177734,76500,0.0,0
2010-11-04,34.24591334201259,35.321599817979305,33.639617690019406,34.122047424316406,90700,0.0,0
2010-11-05,33.99166897092832,34.07642066492465,33.900399063663876,34.03730392456055,89500,0.0,0
2010-11-08,33.95254354259247,34.232871385388904,33.68524963512394,33.84823226928711,92600,0.0,0
2010-11-09,33.95906327864242,33.95906327864242,33.24845886230469,33.24845886230469,70100,0.0,0
2010-11-10,33.36581177601213,33.40492851136955,32.99421149433011,33.359291076660156,66500,0.0,0
2010-11-11,33.03983768816534,33.03983768816534,32.79862410133317,32.942047119140625,26500,0.0,0
2010-11-12,32.902935803785894,32.902935803785894,32.433545009839875,32.57044982910156,44200,0.0,0
2010-11-15,32.733439308507535,32.75951713293641,32.43355178833008,32.43355178833008,29000,0.0,0
2010-11-16,32.283598910308946,32.283598910308946,31.61862949669071,31.79465103149414,78400,0.0,0
2010-11-17,31.87940052568717,32.00326641794038,31.820726684742528,31.866361618041992,37500,0.0,0
2010-11-18,32.30968232349346,32.413991122897144,32.23796955760632,32.36183547973633,25000,0.0,0
2010-11-19,32.009790953042845,32.08150371580223,31.79465515168254,32.07498550415039,20200,0.0,0
2010-11-22,31.81420760438928,31.938075989855335,31.455646330133945,31.820728302001953,32800,0.0,0
2010-11-23,31.31222420201124,31.31222420201124,30.95366288909282,31.07101058959961,44600,0.0,0
2010-11-24,31.527355758352307,31.566469992234527,31.390450965930103,31.559951782226562,39300,0.0,0
2010-11-26,31.11664799583005,31.194878973394374,31.05145592901277,31.103609085083008,14400,0.0,0
2010-11-29,31.044931958420193,31.18183926337681,30.82327547291624,31.168800354003906,40400,0.0,0
2010-11-30,30.81675262498553,31.097082917030068,30.75155808793023,30.94061851501465,18200,0.0,0
2010-12-01,31.638195585937446,31.775102920878208,31.47521291345779,31.72946548461914,19100,0.0,0
